,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Noise Power,Noise,Difference Temperature
2275,2276,L49455,L,299.3,308.6,1605,37.0,78,0,No Failure,6218.78,3358.78,9.300000000000011
2276,2277,L49456,L,299.3,308.7,1393,54.2,80,0,No Failure,7906.4,5046.4,9.399999999999977
2277,2278,H31691,H,299.3,308.7,1408,44.4,82,0,No Failure,6546.58,3686.58,9.399999999999977
2278,2279,M17138,M,299.3,308.7,1459,35.6,87,0,No Failure,5439.19,2579.19,9.399999999999977
2279,2280,L49459,L,299.4,308.7,1525,39.0,90,0,No Failure,6228.21,3368.21,9.300000000000011
2280,2281,L49460,L,299.4,308.8,1390,57.0,92,0,No Failure,8296.95,5436.95,9.400000000000034
2281,2282,L49461,L,299.3,308.7,1536,38.9,94,0,No Failure,6257.05,3397.05,9.399999999999977
2282,2283,L49462,L,299.4,308.7,1459,47.6,96,0,No Failure,7272.62,4412.62,9.300000000000011
2283,2284,L49463,L,299.2,308.5,1387,51.1,98,0,No Failure,7422.09,4562.09,9.300000000000011
2284,2285,L49464,L,299.2,308.5,1378,53.4,100,0,No Failure,7705.82,4845.82,9.300000000000011
2285,2286,L49465,L,299.4,308.7,1381,56.7,102,0,No Failure,8199.84,5339.84,9.300000000000011
2286,2287,M17146,M,299.4,308.7,1289,60.5,104,0,No Failure,8166.52,5306.52,9.300000000000011
2287,2288,L49467,L,299.4,308.6,1746,26.8,107,0,No Failure,4900.13,2040.13,9.200000000000045
2288,2289,M17148,M,299.4,308.6,1541,39.1,109,0,No Failure,6309.69,3449.69,9.200000000000045
2289,2290,L49469,L,299.4,308.7,1504,37.8,112,0,No Failure,5953.44,3093.44,9.300000000000011
2290,2291,M17150,M,299.5,308.7,1321,51.9,114,0,No Failure,7179.58,4319.58,9.199999999999989
2291,2292,M17151,M,299.5,308.8,1886,20.9,117,0,No Failure,4127.78,1267.78,9.300000000000011
2292,2293,L49472,L,299.6,308.9,1422,53.2,120,0,No Failure,7922.09,5062.09,9.299999999999955
2293,2294,L49473,L,299.5,308.9,1520,38.3,122,0,No Failure,6096.37,3236.37,9.399999999999977
2294,2295,L49474,L,299.4,308.8,1627,32.6,124,0,No Failure,5554.36,2694.36,9.400000000000034
2295,2296,L49475,L,299.4,308.7,1512,37.2,126,0,No Failure,5890.11,3030.11,9.300000000000011
2296,2297,L49476,L,299.4,308.7,1553,42.7,128,0,No Failure,6944.29,4084.29,9.300000000000011
2297,2298,L49477,L,299.3,308.7,1802,26.0,130,0,No Failure,4906.33,2046.33,9.399999999999977
2298,2299,L49478,L,299.3,308.6,1482,37.6,132,0,No Failure,5835.32,2975.32,9.300000000000011
2299,2300,L49479,L,299.4,308.7,1446,62.9,134,1,Power Failure,9524.62,6664.62,9.300000000000011
2300,2301,L49480,L,299.3,308.6,1371,50.5,136,0,No Failure,7250.32,4390.32,9.300000000000011
2301,2302,M17161,M,299.2,308.6,1586,35.7,138,0,No Failure,5929.25,3069.25,9.400000000000034
2302,2303,L49482,L,299.2,308.5,1515,39.8,141,0,No Failure,6314.29,3454.29,9.300000000000011
2303,2304,L49483,L,299.2,308.5,1374,53.6,143,0,No Failure,7712.23,4852.23,9.300000000000011
2304,2305,L49484,L,299.1,308.5,1455,39.8,145,0,No Failure,6064.22,3204.22,9.399999999999977
2305,2306,H31719,H,299.2,308.5,1342,47.5,147,0,No Failure,6675.36,3815.36,9.300000000000011
2306,2307,L49486,L,299.1,308.6,1260,57.8,152,0,No Failure,7626.53,4766.53,9.5
2307,2308,H31721,H,299.0,308.5,1623,33.5,154,0,No Failure,5693.67,2833.67,9.5
2308,2309,L49488,L,299.1,308.5,1371,55.5,159,0,No Failure,7968.18,5108.18,9.399999999999977
2309,2310,L49489,L,299.1,308.6,1611,31.4,161,0,No Failure,5297.29,2437.29,9.5
2310,2311,M17170,M,299.0,308.4,1535,47.5,163,0,No Failure,7635.38,4775.38,9.399999999999977
2311,2312,M17171,M,299.1,308.6,1491,38.5,166,0,No Failure,6011.28,3151.28,9.5
2312,2313,M17172,M,299.1,308.6,1441,36.2,169,0,No Failure,5462.62,2602.62,9.5
2313,2314,M17173,M,299.1,308.8,1725,26.6,172,0,No Failure,4805.07,1945.07,9.699999999999989
2314,2315,L49494,L,299.2,308.9,1368,47.2,175,0,No Failure,6761.71,3901.71,9.699999999999989
2315,2316,L49495,L,299.2,308.9,1526,37.9,177,0,No Failure,6056.51,3196.51,9.699999999999989
2316,2317,L49496,L,299.2,308.8,1542,39.2,179,0,No Failure,6329.93,3469.93,9.600000000000023
2317,2318,L49497,L,299.2,308.8,1605,31.1,181,0,No Failure,5227.14,2367.14,9.600000000000023
2318,2319,L49498,L,299.2,308.8,1405,51.4,183,0,No Failure,7562.55,4702.55,9.600000000000023
2319,2320,M17179,M,299.2,308.8,1700,33.5,185,0,No Failure,5963.79,3103.79,9.600000000000023
2320,2321,H31734,H,299.2,308.8,1440,39.1,188,0,No Failure,5896.14,3036.14,9.600000000000023
2321,2322,M17181,M,299.2,308.8,1314,52.5,193,0,No Failure,7224.09,4364.09,9.600000000000023
2322,2323,L49502,L,299.2,308.7,1514,41.9,196,0,No Failure,6643.07,3783.07,9.5
2323,2324,M17183,M,299.2,308.7,1401,47.0,198,0,No Failure,6895.48,4035.48,9.5
2324,2325,L49504,L,299.3,308.8,1636,29.9,201,0,No Failure,5122.51,2262.51,9.5
2325,2326,L49505,L,299.3,308.8,1603,33.9,203,0,No Failure,5690.65,2830.65,9.5
2326,2327,M17186,M,299.4,308.7,1487,52.6,205,0,No Failure,8190.78,5330.78,9.300000000000011
2327,2328,M17187,M,299.3,308.7,1420,50.3,208,0,No Failure,7479.71,4619.71,9.399999999999977
2328,2329,L49508,L,299.3,308.7,1579,36.3,211,0,No Failure,6002.3,3142.3,9.399999999999977
2329,2330,L49509,L,299.3,308.7,1484,40.5,213,0,No Failure,6293.87,3433.87,9.399999999999977
2330,2331,M17190,M,299.3,308.7,1390,49.3,215,0,No Failure,7176.13,4316.13,9.399999999999977
2331,2332,L49511,L,299.3,308.6,1384,53.6,218,1,Overstrain Failure,7768.36,4908.36,9.300000000000011
2332,2333,L49512,L,299.2,308.5,1378,50.4,220,1,Overstrain Failure,7272.91,4412.91,9.300000000000011
2333,2334,L49513,L,299.2,308.5,1445,45.2,222,0,No Failure,6839.67,3979.67,9.300000000000011
2334,2335,L49514,L,299.2,308.4,1445,43.5,224,0,No Failure,6582.42,3722.42,9.199999999999989
2335,2336,L49515,L,299.2,308.4,1509,39.4,0,0,No Failure,6226.07,3366.07,9.199999999999989
2336,2337,L49516,L,299.2,308.4,1434,46.8,2,0,No Failure,7027.87,4167.87,9.199999999999989
2337,2338,L49517,L,299.2,308.4,1877,23.9,4,0,No Failure,4697.76,1837.76,9.199999999999989
2338,2339,L49518,L,299.3,308.3,1651,28.0,6,0,No Failure,4840.98,1980.98,9.0
2339,2340,L49519,L,299.2,308.2,1466,41.3,8,0,No Failure,6340.34,3480.34,9.0
2340,2341,L49520,L,299.1,308.1,1479,40.7,10,0,No Failure,6303.64,3443.64,9.0
2341,2342,L49521,L,299.1,308.2,1409,46.4,12,0,No Failure,6846.33,3986.33,9.099999999999966
2342,2343,M17202,M,299.2,308.2,1674,28.2,14,0,No Failure,4943.48,2083.48,9.0
2343,2344,L49523,L,299.1,308.3,1305,61.4,17,0,No Failure,8390.88,5530.88,9.199999999999989
2344,2345,M17204,M,299.2,308.3,1755,26.4,19,0,No Failure,4851.88,1991.88,9.100000000000023
2345,2346,L49525,L,299.2,308.4,1475,38.7,22,0,No Failure,5977.67,3117.67,9.199999999999989
2346,2347,L49526,L,299.2,308.4,1402,47.7,24,0,No Failure,7003.18,4143.18,9.199999999999989
2347,2348,L49527,L,299.2,308.3,1410,43.0,26,0,No Failure,6349.16,3489.16,9.100000000000023
2348,2349,L49528,L,299.2,308.4,1436,41.8,28,0,No Failure,6285.78,3425.78,9.199999999999989
2349,2350,M17209,M,299.3,308.5,1386,42.2,30,0,No Failure,6124.97,3264.97,9.199999999999989
2350,2351,L49530,L,299.3,308.6,1744,26.4,33,0,No Failure,4821.47,1961.47,9.300000000000011
2351,2352,L49531,L,299.2,308.4,1393,48.4,35,0,No Failure,7060.33,4200.33,9.199999999999989
2352,2353,M17212,M,299.3,308.5,1422,45.4,37,0,No Failure,6760.58,3900.58,9.199999999999989
2353,2354,L49533,L,299.2,308.4,1841,22.8,40,0,No Failure,4395.59,1535.59,9.199999999999989
2354,2355,L49534,L,299.3,308.6,1433,37.7,42,0,No Failure,5657.39,2797.39,9.300000000000011
2355,2356,M17215,M,299.3,308.5,1305,60.6,44,0,No Failure,8281.55,5421.55,9.199999999999989
2356,2357,H31770,H,299.3,308.6,1498,39.5,47,0,No Failure,6196.37,3336.37,9.300000000000011
2357,2358,L49537,L,299.3,308.5,1772,26.1,52,0,No Failure,4843.2,1983.2,9.199999999999989
2358,2359,M17218,M,299.2,308.4,1381,42.5,54,0,No Failure,6146.26,3286.26,9.199999999999989
2359,2360,L49539,L,299.3,308.5,1413,38.5,57,0,No Failure,5696.81,2836.81,9.199999999999989
2360,2361,H31774,H,299.2,308.4,1388,53.2,59,0,No Failure,7732.67,4872.67,9.199999999999989
2361,2362,M17221,M,299.2,308.6,1631,35.4,64,0,No Failure,6046.25,3186.25,9.400000000000034
2362,2363,H31776,H,299.3,308.6,1520,41.4,67,0,No Failure,6589.8,3729.8,9.300000000000011
2363,2364,L49543,L,299.3,308.5,1510,45.4,72,0,No Failure,7178.96,4318.96,9.199999999999989
2364,2365,L49544,L,299.2,308.5,1366,49.7,74,0,No Failure,7109.45,4249.45,9.300000000000011
2365,2366,L49545,L,299.4,308.5,1845,22.9,76,0,No Failure,4424.46,1564.46,9.100000000000023
2366,2367,L49546,L,299.3,308.5,1485,44.7,78,0,No Failure,6951.24,4091.24,9.199999999999989
2367,2368,M17227,M,299.3,308.5,1496,39.4,80,0,No Failure,6172.43,3312.43,9.199999999999989
2368,2369,M17228,M,299.3,308.4,1468,42.2,83,0,No Failure,6487.35,3627.35,9.099999999999966
2369,2370,M17229,M,299.2,308.4,1856,22.7,86,0,No Failure,4411.97,1551.97,9.199999999999989
2370,2371,L49550,L,299.2,308.4,1620,34.1,89,0,No Failure,5784.93,2924.93,9.199999999999989
2371,2372,L49551,L,299.3,308.5,1409,44.8,91,0,No Failure,6610.25,3750.25,9.199999999999989
2372,2373,M17232,M,299.3,308.5,1404,49.4,93,0,No Failure,7263.11,4403.11,9.199999999999989
2373,2374,L49553,L,299.2,308.4,1350,51.3,96,0,No Failure,7252.37,4392.37,9.199999999999989
2374,2375,M17234,M,299.2,308.4,1538,38.0,98,0,No Failure,6120.24,3260.24,9.199999999999989
2375,2376,M17235,M,299.2,308.4,1476,32.7,101,0,No Failure,5054.32,2194.32,9.199999999999989
2376,2377,M17236,M,299.2,308.3,1364,51.8,104,0,No Failure,7399.0,4539.0,9.100000000000023
2377,2378,M17237,M,299.2,308.3,1582,45.5,107,0,No Failure,7537.83,4677.83,9.100000000000023
2378,2379,L49558,L,299.1,308.2,1348,56.1,110,0,No Failure,7919.2,5059.2,9.099999999999966
2379,2380,H31793,H,299.1,308.2,1450,46.1,112,0,No Failure,6999.99,4139.99,9.099999999999966
2380,2381,L49560,L,299.0,308.1,1242,60.9,117,0,No Failure,7920.77,5060.77,9.100000000000023
2381,2382,L49561,L,299.1,308.2,1493,34.9,119,0,No Failure,5456.5,2596.5,9.099999999999966
2382,2383,L49562,L,299.1,308.3,1601,31.4,121,0,No Failure,5264.41,2404.41,9.199999999999989
2383,2384,L49563,L,299.1,308.2,1568,33.3,123,0,No Failure,5467.88,2607.88,9.099999999999966
2384,2385,M17244,M,299.1,308.3,1506,38.0,125,0,No Failure,5992.9,3132.9,9.199999999999989
2385,2386,L49565,L,299.1,308.3,1524,34.1,128,0,No Failure,5442.12,2582.12,9.199999999999989
2386,2387,L49566,L,299.1,308.4,1543,37.9,130,0,No Failure,6123.98,3263.98,9.299999999999955
2387,2388,M17247,M,299.2,308.5,1474,47.2,132,0,No Failure,7285.65,4425.65,9.300000000000011
2388,2389,M17248,M,299.2,308.5,1526,37.3,135,0,No Failure,5960.63,3100.63,9.300000000000011
2389,2390,L49569,L,299.2,308.5,1867,27.0,138,0,No Failure,5278.82,2418.82,9.300000000000011
2390,2391,L49570,L,299.2,308.5,1487,41.2,140,0,No Failure,6415.59,3555.59,9.300000000000011
2391,2392,L49571,L,299.2,308.4,1580,32.6,142,0,No Failure,5393.91,2533.91,9.199999999999989
2392,2393,L49572,L,299.2,308.5,1340,50.0,144,0,No Failure,7016.22,4156.22,9.300000000000011
2393,2394,L49573,L,299.2,308.5,1544,41.6,146,0,No Failure,6726.19,3866.19,9.300000000000011
2394,2395,L49574,L,299.2,308.5,1488,40.3,148,0,No Failure,6279.67,3419.67,9.300000000000011
2395,2396,M17255,M,299.2,308.5,1742,28.9,150,0,No Failure,5271.99,2411.99,9.300000000000011
2396,2397,M17256,M,299.1,308.5,1592,34.2,153,0,No Failure,5701.61,2841.61,9.399999999999977
2397,2398,L49577,L,299.2,308.6,1582,38.8,156,0,No Failure,6427.87,3567.87,9.400000000000034
2398,2399,L49578,L,299.2,308.5,1490,43.2,158,0,No Failure,6740.6,3880.6,9.300000000000011
2399,2400,M17259,M,299.2,308.5,1594,35.8,160,0,No Failure,5975.85,3115.85,9.300000000000011
2400,2401,H31814,H,299.2,308.6,1462,55.0,163,0,No Failure,8420.52,5560.52,9.400000000000034
2401,2402,M17261,M,299.2,308.6,1367,47.6,168,0,No Failure,6814.03,3954.03,9.400000000000034
2402,2403,L49582,L,299.2,308.7,1325,51.0,171,0,No Failure,7076.44,4216.44,9.5
2403,2404,H31817,H,299.2,308.7,1448,51.4,173,0,No Failure,7794.0,4934.0,9.5
2404,2405,M17264,M,299.1,308.7,2008,20.3,178,0,No Failure,4268.63,1408.63,9.599999999999966
2405,2406,L49585,L,299.1,308.7,1498,38.9,181,0,No Failure,6102.25,3242.25,9.599999999999966
2406,2407,L49586,L,299.1,308.6,1437,41.6,183,0,No Failure,6260.06,3400.06,9.5
2407,2408,M17267,M,299.1,308.6,1499,45.1,185,0,No Failure,7079.57,4219.57,9.5
2408,2409,L49588,L,299.0,308.4,1356,52.6,188,0,No Failure,7469.2,4609.2,9.399999999999977
2409,2410,L49589,L,299.1,308.5,1539,46.8,190,0,No Failure,7542.46,4682.46,9.399999999999977
2410,2411,L49590,L,299.1,308.5,1689,32.1,192,0,No Failure,5677.58,2817.58,9.399999999999977
2411,2412,L49591,L,299.0,308.5,1559,38.1,194,0,No Failure,6220.13,3360.13,9.5
2412,2413,L49592,L,299.1,308.6,1408,46.7,196,0,No Failure,6885.7,4025.7,9.5
2413,2414,L49593,L,299.0,308.5,1886,23.0,198,0,No Failure,4542.53,1682.53,9.5
2414,2415,L49594,L,299.1,308.5,1415,43.4,0,0,No Failure,6430.94,3570.94,9.399999999999977
2415,2416,M17275,M,299.1,308.5,1587,35.6,2,0,No Failure,5916.37,3056.37,9.399999999999977
2416,2417,L49596,L,299.0,308.4,1571,38.6,5,0,No Failure,6350.27,3490.27,9.399999999999977
2417,2418,L49597,L,298.9,308.3,1576,36.6,7,0,No Failure,6040.4,3180.4,9.400000000000034
2418,2419,L49598,L,298.9,308.3,1660,34.4,9,0,No Failure,5979.92,3119.92,9.400000000000034
2419,2420,M17279,M,298.9,308.2,1328,49.2,11,0,No Failure,6842.14,3982.14,9.300000000000011
2420,2421,H31834,H,298.8,308.2,1450,44.7,14,0,No Failure,6787.41,3927.41,9.399999999999977
2421,2422,L49601,L,298.9,308.2,2384,15.0,19,0,No Failure,3744.78,884.78,9.300000000000011
2422,2423,L49602,L,298.8,308.2,1443,53.4,21,0,No Failure,8069.31,5209.31,9.399999999999977
2423,2424,M17283,M,298.9,308.2,2022,20.0,23,0,No Failure,4234.87,1374.87,9.300000000000011
2424,2425,L49604,L,298.9,308.2,1828,23.8,26,0,No Failure,4555.98,1695.98,9.300000000000011
2425,2426,L49605,L,298.8,308.1,1472,53.5,28,0,No Failure,8246.89,5386.89,9.300000000000011
2426,2427,M17286,M,298.9,308.2,1372,63.6,30,1,Power Failure,9137.76,6277.76,9.300000000000011
2427,2428,L49607,L,298.9,308.3,1855,23.8,33,0,No Failure,4623.27,1763.27,9.400000000000034
2428,2429,M17288,M,299.0,308.3,1377,47.2,35,0,No Failure,6806.2,3946.2,9.300000000000011
2429,2430,L49609,L,298.9,308.3,1432,48.9,38,0,No Failure,7332.98,4472.98,9.400000000000034
2430,2431,M17290,M,298.9,308.2,1335,47.8,40,0,No Failure,6682.48,3822.48,9.300000000000011
2431,2432,M17291,M,298.9,308.2,1411,51.3,43,0,No Failure,7580.07,4720.07,9.300000000000011
2432,2433,L49612,L,298.9,308.2,1510,43.5,46,0,No Failure,6878.52,4018.52,9.300000000000011
2433,2434,L49613,L,299.0,308.3,1441,44.0,48,0,No Failure,6639.65,3779.65,9.300000000000011
2434,2435,M17294,M,299.0,308.2,1358,42.7,50,0,No Failure,6072.34,3212.34,9.199999999999989
2435,2436,L49615,L,298.9,308.2,1686,30.4,53,0,No Failure,5367.35,2507.35,9.300000000000011
2436,2437,H31850,H,299.0,308.2,1662,30.4,55,0,No Failure,5290.94,2430.94,9.199999999999989
2437,2438,L49617,L,299.1,308.3,1426,40.1,60,0,No Failure,5988.15,3128.15,9.199999999999989
2438,2439,M17298,M,299.1,308.4,1330,53.6,62,0,No Failure,7465.26,4605.26,9.299999999999955
2439,2440,L49619,L,299.1,308.4,1693,31.6,65,0,No Failure,5602.38,2742.38,9.299999999999955
2440,2441,L49620,L,299.1,308.4,1426,47.9,67,0,No Failure,7152.92,4292.92,9.299999999999955
2441,2442,L49621,L,299.1,308.5,1676,31.0,69,0,No Failure,5440.82,2580.82,9.399999999999977
2442,2443,M17302,M,299.1,308.4,1332,51.7,71,0,No Failure,7211.46,4351.46,9.299999999999955
2443,2444,L49623,L,299.1,308.5,1647,35.0,74,0,No Failure,6036.57,3176.57,9.399999999999977
2444,2445,L49624,L,299.2,308.6,1267,68.2,76,1,Power Failure,9048.77,6188.77,9.400000000000034
2445,2446,H31859,H,299.2,308.7,1375,55.1,78,0,No Failure,7933.83,5073.83,9.5
2446,2447,L49626,L,299.3,308.6,1422,48.9,83,0,No Failure,7281.77,4421.77,9.300000000000011
2447,2448,L49627,L,299.3,308.7,1408,48.7,85,0,No Failure,7180.59,4320.59,9.399999999999977
2448,2449,L49628,L,299.4,308.9,1440,42.5,87,0,No Failure,6408.85,3548.85,9.5
2449,2450,L49629,L,299.3,308.8,1772,25.2,89,0,No Failure,4676.2,1816.2,9.5
2450,2451,L49630,L,299.2,308.7,1492,37.8,91,0,No Failure,5905.94,3045.94,9.5
2451,2452,L49631,L,299.2,308.7,1650,30.5,93,0,No Failure,5270.02,2410.02,9.5
2452,2453,M17312,M,299.1,308.6,2329,14.6,95,0,No Failure,3560.83,700.83,9.5
2453,2454,L49633,L,299.0,308.6,1648,30.8,98,0,No Failure,5315.41,2455.41,9.600000000000023
2454,2455,L49634,L,299.0,308.6,1653,31.7,100,0,No Failure,5487.33,2627.33,9.600000000000023
2455,2456,L49635,L,299.0,308.6,1946,22.3,102,0,No Failure,4544.4,1684.4,9.600000000000023
2456,2457,L49636,L,299.1,308.6,1555,36.6,104,0,No Failure,5959.92,3099.92,9.5
2457,2458,L49637,L,299.0,308.6,1661,32.2,106,0,No Failure,5600.85,2740.85,9.600000000000023
2458,2459,L49638,L,299.0,308.6,1434,45.9,108,0,No Failure,6892.72,4032.72,9.600000000000023
2459,2460,L49639,L,299.0,308.6,1297,54.2,110,0,No Failure,7361.53,4501.53,9.600000000000023
2460,2461,L49640,L,299.0,308.6,1466,46.4,112,0,No Failure,7123.29,4263.29,9.600000000000023
2461,2462,M17321,M,298.9,308.6,1517,39.8,114,0,No Failure,6322.62,3462.62,9.700000000000045
2462,2463,L49642,L,298.9,308.5,1742,34.5,117,0,No Failure,6293.55,3433.55,9.600000000000023
2463,2464,L49643,L,298.9,308.5,1580,39.1,119,0,No Failure,6469.38,3609.38,9.600000000000023
2464,2465,M17324,M,298.9,308.5,1534,42.9,121,0,No Failure,6891.46,4031.46,9.600000000000023
2465,2466,L49645,L,298.9,308.6,1481,40.7,124,0,No Failure,6312.16,3452.16,9.700000000000045
2466,2467,L49646,L,299.0,308.6,1429,37.7,126,0,No Failure,5641.6,2781.6,9.600000000000023
2467,2468,M17327,M,298.9,308.6,1574,33.5,128,0,No Failure,5521.77,2661.77,9.700000000000045
2468,2469,M17328,M,298.9,308.6,1524,40.4,131,0,No Failure,6447.55,3587.55,9.700000000000045
2469,2470,L49649,L,299.0,308.7,1507,37.5,134,0,No Failure,5917.98,3057.98,9.699999999999989
2470,2471,L49650,L,298.9,308.5,1467,44.7,136,0,No Failure,6866.99,4006.99,9.600000000000023
2471,2472,L49651,L,298.9,308.4,1301,51.1,138,0,No Failure,6961.88,4101.88,9.5
2472,2473,L49652,L,298.9,308.5,1429,55.1,140,0,No Failure,8245.41,5385.41,9.600000000000023
2473,2474,M17333,M,298.9,308.5,1555,37.6,142,0,No Failure,6122.75,3262.75,9.600000000000023
2474,2475,L49654,L,298.9,308.5,1503,40.6,145,0,No Failure,6390.19,3530.19,9.600000000000023
2475,2476,L49655,L,298.9,308.5,1459,43.1,147,0,No Failure,6585.08,3725.08,9.600000000000023
2476,2477,H31890,H,298.9,308.4,1449,42.4,149,0,No Failure,6433.73,3573.73,9.5
2477,2478,L49657,L,298.9,308.5,1387,57.3,154,0,No Failure,8322.61,5462.61,9.600000000000023
2478,2479,M17338,M,298.9,308.5,1456,50.0,156,0,No Failure,7623.6,4763.6,9.600000000000023
2479,2480,L49659,L,299.0,308.5,1604,34.7,159,0,No Failure,5828.58,2968.58,9.5
2480,2481,L49660,L,299.0,308.6,1734,32.4,161,0,No Failure,5883.32,3023.32,9.600000000000023
2481,2482,L49661,L,299.0,308.6,1378,47.8,163,0,No Failure,6897.72,4037.72,9.600000000000023
2482,2483,L49662,L,298.9,308.7,1504,41.8,165,0,No Failure,6583.44,3723.44,9.800000000000011
2483,2484,M17343,M,298.9,308.7,1402,49.8,167,0,No Failure,7311.49,4451.49,9.800000000000011
2484,2485,H31898,H,298.8,308.6,1524,37.7,170,0,No Failure,6016.65,3156.65,9.800000000000011
2485,2486,L49665,L,298.8,308.6,1593,35.5,175,0,No Failure,5922.06,3062.06,9.800000000000011
2486,2487,M17346,M,298.9,308.7,1772,28.4,177,0,No Failure,5270.0,2410.0,9.800000000000011
2487,2488,H31901,H,298.9,308.6,1623,31.0,180,0,No Failure,5268.77,2408.77,9.700000000000045
2488,2489,L49668,L,298.9,308.7,1356,50.7,185,0,No Failure,7199.4,4339.4,9.800000000000011
2489,2490,H31903,H,298.9,308.7,1500,41.6,187,0,No Failure,6534.51,3674.51,9.800000000000011
2490,2491,H31904,H,299.1,308.8,1566,46.6,192,0,No Failure,7641.99,4781.99,9.699999999999989
2491,2492,L49671,L,299.1,308.9,1445,43.4,197,0,No Failure,6567.29,3707.29,9.799999999999955
2492,2493,H31906,H,299.0,308.8,1382,58.5,199,0,No Failure,8466.28,5606.28,9.800000000000011
2493,2494,M17353,M,299.0,308.8,1418,45.7,204,0,No Failure,6786.11,3926.11,9.800000000000011
2494,2495,L49674,L,299.1,308.8,1329,53.6,207,1,Overstrain Failure,7459.65,4599.65,9.699999999999989
2495,2496,M17355,M,299.1,308.8,1491,41.0,209,0,No Failure,6401.62,3541.62,9.699999999999989
2496,2497,M17356,M,299.2,308.9,1573,37.4,212,0,No Failure,6160.68,3300.68,9.699999999999989
2497,2498,M17357,M,299.2,308.9,1521,42.3,215,0,No Failure,6737.49,3877.49,9.699999999999989
2498,2499,L49678,L,299.1,308.9,1467,47.2,218,0,No Failure,7251.05,4391.05,9.799999999999955
2499,2500,M17359,M,299.1,308.9,1325,48.4,220,0,No Failure,6715.68,3855.68,9.799999999999955
2500,2501,L49680,L,299.1,308.9,1617,32.3,223,0,No Failure,5469.42,2609.42,9.799999999999955
2501,2502,M17361,M,299.1,308.9,1476,42.7,225,0,No Failure,6599.98,3739.98,9.799999999999955
2502,2503,L49682,L,299.2,309.0,1515,48.9,228,1,Overstrain Failure,7758.01,4898.01,9.800000000000011
2503,2504,L49683,L,299.2,309.0,1408,47.2,0,0,No Failure,6959.42,4099.42,9.800000000000011
2504,2505,L49684,L,299.2,309.1,1468,45.6,2,0,No Failure,7010.02,4150.02,9.900000000000034
2505,2506,L49685,L,299.2,309.1,1387,48.7,4,0,No Failure,7073.49,4213.49,9.900000000000034
2506,2507,M17366,M,299.2,309.1,1503,34.7,6,0,No Failure,5461.56,2601.56,9.900000000000034
2507,2508,H31921,H,299.2,309.1,1410,47.1,9,0,No Failure,6954.54,4094.54,9.900000000000034
2508,2509,L49688,L,299.0,308.9,1615,30.6,14,0,No Failure,5175.15,2315.15,9.899999999999977
2509,2510,L49689,L,299.0,308.9,1511,35.9,16,0,No Failure,5680.51,2820.51,9.899999999999977
2510,2511,L49690,L,299.1,309.0,1405,53.8,18,0,No Failure,7915.66,5055.66,9.899999999999977
2511,2512,M17371,M,299.0,308.9,1526,41.1,20,0,No Failure,6567.88,3707.88,9.899999999999977
2512,2513,L49692,L,298.9,308.8,1530,38.3,23,0,No Failure,6136.47,3276.47,9.900000000000034
2513,2514,L49693,L,299.0,308.7,1583,32.5,25,0,No Failure,5387.57,2527.57,9.699999999999989
2514,2515,L49694,L,298.9,308.6,2069,18.7,27,0,No Failure,4051.64,1191.64,9.700000000000045
2515,2516,L49695,L,298.8,308.5,1490,35.0,29,0,No Failure,5461.14,2601.14,9.699999999999989
2516,2517,L49696,L,298.8,308.5,1736,29.0,31,0,No Failure,5272.01,2412.01,9.699999999999989
2517,2518,L49697,L,298.8,308.5,1395,44.4,33,0,No Failure,6486.13,3626.13,9.699999999999989
