,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Noise Power,Noise,Difference Temperature,Rotation per torque,Torque per Rotation,Tool wear per Rotation,Tool wear per torque,Tool wear per power
1465,1466,L48645,L,298.7,309.8,1546,40.9,109,0,No Failure,6621.58,3761.58,5.550000000000011,37.79951100244499,0.02645536869340233,0.0705045278137128,2.665036674816626,0.016461327961000246
1466,1467,L48646,L,298.7,309.8,1365,50.5,111,0,No Failure,7218.59,4358.59,5.550000000000011,27.02970297029703,0.036996336996337,0.08131868131868132,2.198019801980198,0.015376964199379657
1467,1468,L48647,L,298.6,309.8,1544,30.2,113,0,No Failure,4882.96,2022.96,5.599999999999994,51.12582781456954,0.019559585492227978,0.07318652849740932,3.741721854304636,0.023141700935498142
1468,1469,M16328,M,298.6,309.8,1419,44.9,115,0,No Failure,6672.02,3812.02,5.599999999999994,31.603563474387528,0.03164200140944327,0.08104298801973221,2.561247216035635,0.01723615936403068
1469,1470,L48649,L,298.6,309.8,1497,41.6,118,0,No Failure,6521.44,3661.44,5.599999999999994,35.98557692307692,0.027788911155644625,0.0788243152972612,2.8365384615384612,0.01809416325228784
1470,1471,L48650,L,298.5,309.7,1437,42.6,120,0,No Failure,6410.55,3550.55,5.599999999999994,33.732394366197184,0.029645093945720253,0.08350730688935282,2.816901408450704,0.018719142663266023
1471,1472,L48651,L,298.5,309.6,1421,53.6,122,0,No Failure,7976.04,5116.04,5.550000000000011,26.511194029850746,0.03771991555242787,0.08585503166783955,2.2761194029850746,0.015295810953806652
1472,1473,M16332,M,298.5,309.6,1438,44.5,124,0,No Failure,6701.12,3841.12,5.550000000000011,32.31460674157304,0.030945757997218357,0.08623087621696801,2.7865168539325844,0.018504369418843418
1473,1474,M16333,M,298.5,309.5,1315,48.9,127,0,No Failure,6733.85,3873.85,5.5,26.89161554192229,0.03718631178707224,0.09657794676806084,2.5971370143149284,0.018859938965079412
1474,1475,M16334,M,298.5,309.5,1366,61.9,130,0,No Failure,8854.62,5994.62,5.5,22.067851373182553,0.045314787701317714,0.0951683748169839,2.10016155088853,0.014681601243192817
1475,1476,M16335,M,298.4,309.5,1519,35.4,133,0,No Failure,5631.05,2771.05,5.550000000000011,42.909604519774014,0.023304805793285054,0.08755760368663594,3.7570621468926557,0.023619040853837207
1476,1477,L48656,L,298.4,309.5,1692,28.3,136,0,No Failure,5014.36,2154.36,5.550000000000011,59.78798586572438,0.016725768321513002,0.08037825059101655,4.805653710247349,0.027122105313539518
1477,1478,L48657,L,298.3,309.4,1570,35.6,138,0,No Failure,5853.0,2993.0,5.549999999999983,44.10112359550562,0.02267515923566879,0.08789808917197452,3.8764044943820224,0.023577652485904665
1478,1479,L48658,L,298.3,309.4,1568,35.8,140,0,No Failure,5878.38,3018.38,5.549999999999983,43.79888268156425,0.022831632653061224,0.08928571428571429,3.910614525139665,0.0238160853840684
1479,1480,L48659,L,298.2,309.3,1355,43.8,142,0,No Failure,6215.01,3355.01,5.550000000000011,30.936073059360734,0.03232472324723247,0.1047970479704797,3.2420091324200917,0.022847911749136363
1480,1481,M16340,M,298.2,309.3,2056,18.7,144,0,No Failure,4026.18,1166.18,5.550000000000011,109.94652406417113,0.00909533073929961,0.07003891050583658,7.700534759358289,0.035765912105271004
1481,1482,M16341,M,298.2,309.2,1332,60.2,147,0,No Failure,8397.1,5537.1,5.5,22.12624584717608,0.0451951951951952,0.11036036036036036,2.441860465116279,0.017506043753200508
1482,1483,M16342,M,298.1,309.1,1448,52.5,150,0,No Failure,7960.8,5100.8,5.5,27.580952380952382,0.036256906077348064,0.10359116022099447,2.857142857142857,0.018842327404280976
1483,1484,L48663,L,298.0,308.9,1578,35.6,153,0,No Failure,5882.82,3022.82,5.449999999999989,44.32584269662921,0.022560202788339673,0.09695817490494296,4.297752808988764,0.026007934969963387
1484,1485,M16344,M,298.0,309.0,1562,39.2,155,0,No Failure,6412.03,3552.03,5.5,39.8469387755102,0.02509603072983355,0.09923175416133162,3.954081632653061,0.024173311728111067
1485,1486,M16345,M,298.1,309.0,1976,19.3,158,0,No Failure,3993.68,1133.68,5.449999999999989,102.38341968911917,0.009767206477732793,0.07995951417004049,8.186528497409325,0.03956250876384688
1486,1487,M16346,M,298.2,309.2,1524,34.6,161,0,No Failure,5521.91,2661.91,5.5,44.04624277456647,0.022703412073490813,0.10564304461942257,4.653179190751445,0.029156578068096003
1487,1488,L48667,L,298.2,309.1,1429,48.5,164,0,No Failure,7257.76,4397.76,5.450000000000017,29.463917525773194,0.033939818054583626,0.11476557032890133,3.381443298969072,0.02259650360441789
1488,1489,L48668,L,298.2,309.1,1568,36.3,166,0,No Failure,5960.48,3100.48,5.450000000000017,43.19559228650138,0.02315051020408163,0.10586734693877552,4.573002754820937,0.02785010603172899
1489,1490,M16349,M,298.2,309.0,1723,26.6,168,0,No Failure,4799.49,1939.49,5.400000000000006,64.77443609022556,0.015438189204875219,0.0975043528728961,6.315789473684211,0.03500371914515917
1490,1491,L48670,L,298.2,309.0,1341,43.8,171,0,No Failure,6150.8,3290.8,5.400000000000006,30.616438356164384,0.032662192393736016,0.12751677852348994,3.904109589041096,0.02780126162450413
1491,1492,M16351,M,298.1,308.9,1353,46.2,173,0,No Failure,6545.89,3685.89,5.399999999999977,29.285714285714285,0.03414634146341464,0.1278640059127864,3.7445887445887442,0.02642879730640142
1492,1493,M16352,M,298.0,308.7,1479,58.5,176,1,Power Failure,9060.51,6200.51,5.349999999999994,25.28205128205128,0.03955375253549696,0.11899932386747802,3.0085470085470085,0.01942495510738358
1493,1494,L48673,L,298.0,308.8,1496,44.9,179,0,No Failure,7034.07,4174.07,5.400000000000006,33.3184855233853,0.03001336898395722,0.1196524064171123,3.986636971046771,0.025447571605059376
1494,1495,M16354,M,298.0,308.7,1377,48.5,181,0,No Failure,6993.66,4133.66,5.349999999999994,28.391752577319586,0.03522149600580973,0.13144517066085692,3.731958762886598,0.02588058327113414
1495,1496,H30909,H,297.9,308.5,1383,44.6,184,0,No Failure,6459.3,3599.3,5.300000000000011,31.00896860986547,0.03224873463485177,0.13304410701373826,4.125560538116591,0.028486058860867275
1496,1497,L48676,L,298.0,308.7,1268,69.4,189,1,Power Failure,9215.25,6355.25,5.349999999999994,18.270893371757925,0.05473186119873817,0.14905362776025236,2.7233429394812676,0.02050948156588264
1497,1498,L48677,L,298.0,308.7,1629,34.3,191,0,No Failure,5851.18,2991.18,5.349999999999994,47.49271137026239,0.02105586249232658,0.1172498465316145,5.568513119533528,0.03264298825194234
1498,1499,L48678,L,298.0,308.8,1790,27.2,193,0,No Failure,5098.6,2238.6,5.400000000000006,65.80882352941177,0.015195530726256982,0.10782122905027933,7.095588235294118,0.03785352841956615
1499,1500,M16359,M,298.1,308.8,2206,16.3,195,0,No Failure,3765.49,905.49,5.349999999999994,135.33742331288343,0.007388939256572983,0.0883952855847688,11.963190184049079,0.051786088928665326
1500,1501,M16360,M,298.0,308.7,2101,17.4,198,0,No Failure,3828.28,968.28,5.349999999999994,120.74712643678161,0.008281770585435506,0.09424083769633508,11.379310344827587,0.05172035483297982
1501,1502,M16361,M,298.0,308.7,1436,48.2,201,0,No Failure,7248.2,4388.2,5.349999999999994,29.792531120331947,0.03356545961002786,0.13997214484679665,4.1701244813278,0.02773102287464474
1502,1503,L48682,L,298.0,308.7,1462,48.2,204,0,No Failure,7379.43,4519.43,5.349999999999994,30.33195020746888,0.032968536251709986,0.13953488372093023,4.232365145228216,0.027644411560242457
1503,1504,L48683,L,298.0,308.7,1771,26.2,206,0,No Failure,4859.02,1999.02,5.349999999999994,67.59541984732824,0.014793901750423489,0.1163184641445511,7.862595419847328,0.04239538013838181
1504,1505,L48684,L,298.0,308.7,1506,47.0,208,0,No Failure,7412.27,4552.27,5.349999999999994,32.04255319148936,0.031208499335989376,0.13811420982735723,4.425531914893617,0.028061578976480886
1505,1506,L48685,L,298.0,308.7,1626,36.7,210,0,No Failure,6249.07,3389.07,5.349999999999994,44.30517711171662,0.022570725707257076,0.12915129151291513,5.722070844686648,0.0336050004240631
1506,1507,L48686,L,298.0,308.8,1610,33.7,212,0,No Failure,5681.78,2821.78,5.400000000000006,47.77448071216617,0.020931677018633542,0.13167701863354037,6.29080118694362,0.03731225073832496
1507,1508,M16367,M,298.0,308.6,1376,55.7,214,0,No Failure,8026.06,5166.06,5.300000000000011,24.703770197486534,0.0404796511627907,0.1555232558139535,3.8420107719928183,0.02666314480579512
1508,1509,M16368,M,298.0,308.6,1507,37.3,217,0,No Failure,5886.41,3026.41,5.300000000000011,40.402144772117964,0.02475116124751161,0.14399469143994692,5.817694369973191,0.036864574502965305
1509,1510,L48689,L,298.0,308.5,1429,37.7,220,1,Tool Wear Failure,5641.6,2781.6,5.25,37.90450928381963,0.026382085374387687,0.15395381385584325,5.835543766578249,0.03899602949517867
1510,1511,M16370,M,298.1,308.7,1547,38.9,0,0,No Failure,6301.86,3441.86,5.299999999999983,39.768637532133674,0.025145442792501613,0.0,0.0,0.0
1511,1512,L48691,L,298.1,308.7,1642,30.3,3,0,No Failure,5210.08,2350.08,5.299999999999983,54.19141914191419,0.018453105968331305,0.0018270401948842874,0.099009900990099,0.0005758068973988883
1512,1513,H30926,H,298.0,308.7,1503,36.3,5,0,No Failure,5713.39,2853.39,5.349999999999994,41.404958677685954,0.024151696606786427,0.00332667997338656,0.13774104683195593,0.0008751371777526127
1513,1514,L48693,L,298.1,308.7,1568,32.9,10,0,No Failure,5402.2,2542.2,5.299999999999983,47.65957446808511,0.020982142857142855,0.006377551020408163,0.303951367781155,0.0018510977009366554
1514,1515,M16374,M,298.1,308.8,1628,37.6,12,0,No Failure,6410.19,3550.19,5.349999999999994,43.29787234042553,0.023095823095823097,0.007371007371007371,0.3191489361702127,0.0018720193941209231
1515,1516,M16375,M,298.2,308.9,1614,35.5,15,0,No Failure,6000.13,3140.13,5.349999999999994,45.46478873239437,0.021995043370508054,0.00929368029739777,0.4225352112676056,0.002499945834506919
1516,1517,L48696,L,298.2,308.9,1278,54.0,18,0,No Failure,7226.92,4366.92,5.349999999999994,23.666666666666668,0.04225352112676056,0.014084507042253521,0.3333333333333333,0.0024906875958222866
1517,1518,M16377,M,298.2,308.9,1408,38.8,20,0,No Failure,5720.88,2860.88,5.349999999999994,36.28865979381444,0.02755681818181818,0.014204545454545454,0.5154639175257733,0.003495965655633399
1518,1519,H30932,H,298.2,309.0,1371,55.7,23,0,No Failure,7996.89,5136.89,5.400000000000006,24.61400359066427,0.040627279358132755,0.016776075857038657,0.4129263913824057,0.0028761180909078403
1519,1520,M16379,M,298.2,308.9,1512,38.5,28,0,No Failure,6095.95,3235.95,5.349999999999994,39.27272727272727,0.02546296296296296,0.018518518518518517,0.7272727272727273,0.004593213527013838
1520,1521,L48700,L,298.3,309.1,1472,40.1,31,0,No Failure,6181.31,3321.31,5.400000000000006,36.70822942643392,0.02724184782608696,0.021059782608695652,0.7730673316708229,0.0050151181545659415
1521,1522,M16381,M,298.2,308.9,1585,34.3,33,0,No Failure,5693.14,2833.14,5.349999999999994,46.209912536443156,0.021640378548895896,0.02082018927444795,0.9620991253644315,0.0057964497623455595
1522,1523,H30936,H,298.2,309.0,1562,37.7,36,0,No Failure,6166.67,3306.67,5.400000000000006,41.43236074270557,0.02413572343149808,0.023047375160051217,0.9549071618037135,0.005837834682251523
1523,1524,L48703,L,298.3,309.0,1519,36.9,41,0,No Failure,5869.66,3009.66,5.349999999999994,41.16531165311653,0.024292297564186965,0.026991441737985518,1.1111111111111112,0.006985072389201419
1524,1525,L48704,L,298.2,309.0,1601,35.8,43,0,No Failure,6002.1,3142.1,5.400000000000006,44.720670391061454,0.02236102435977514,0.026858213616489695,1.2011173184357542,0.007164159210942836
1525,1526,L48705,L,298.2,309.0,2449,13.8,45,0,No Failure,3539.13,679.13,5.400000000000006,177.46376811594203,0.005634953042057983,0.01837484687627603,3.260869565217391,0.012714989277025709
1526,1527,L48706,L,298.1,309.0,1787,27.6,47,0,No Failure,5164.9,2304.9,5.449999999999989,64.7463768115942,0.01544487968662563,0.02630106323447118,1.7028985507246377,0.009099885767391432
1527,1528,H30941,H,298.1,309.1,1425,44.5,49,0,No Failure,6640.54,3780.54,5.5,32.02247191011236,0.031228070175438598,0.0343859649122807,1.101123595505618,0.007378917979561903
1528,1529,L48708,L,298.1,309.0,1559,34.0,54,0,No Failure,5550.78,2690.78,5.449999999999989,45.85294117647059,0.021808851828094934,0.03463758819756254,1.588235294117647,0.009728362500405348
1529,1530,L48709,L,298.1,309.0,1557,36.0,56,0,No Failure,5869.75,3009.75,5.449999999999989,43.25,0.023121387283236993,0.03596660244059088,1.5555555555555556,0.009540440393543166
1530,1531,L48710,L,298.1,309.0,1497,40.5,58,0,No Failure,6349.0,3489.0,5.449999999999989,36.96296296296296,0.027054108216432865,0.038744154976619906,1.4320987654320987,0.009135296897149158
1531,1532,H30945,H,298.1,309.0,1438,41.4,60,0,No Failure,6234.3,3374.3,5.449999999999989,34.734299516908216,0.02878998609179416,0.04172461752433936,1.4492753623188406,0.009624175929935998
1532,1533,M16392,M,298.1,308.9,1417,39.2,65,0,No Failure,5816.81,2956.81,5.399999999999977,36.147959183673464,0.02766407904022583,0.045871559633027525,1.6581632653061222,0.011174509739874603
1533,1534,M16393,M,298.0,308.9,1339,51.4,68,0,No Failure,7207.3,4347.3,5.449999999999989,26.05058365758755,0.038386855862584016,0.05078416728902166,1.3229571984435797,0.009434878525938979
1534,1535,L48714,L,298.0,308.8,1757,29.1,71,0,No Failure,5354.18,2494.18,5.400000000000006,60.37800687285223,0.016562322140011385,0.040409789413773475,2.4398625429553262,0.01326066736643146
1535,1536,L48715,L,298.0,308.8,1581,36.1,73,0,No Failure,5976.79,3116.79,5.400000000000006,43.79501385041551,0.022833649588867806,0.046173308032890575,2.0221606648199444,0.012213914157934276
1536,1537,M16396,M,298.2,308.9,1326,54.4,75,0,No Failure,7553.9,4693.9,5.349999999999994,24.375,0.041025641025641026,0.05656108597285068,1.3786764705882353,0.009928646129813739
1537,1538,M16397,M,298.4,309.1,1467,39.6,78,0,No Failure,6083.51,3223.51,5.350000000000023,37.04545454545455,0.026993865030674847,0.053169734151329244,1.9696969696969697,0.012821545456488113
1538,1539,L48718,L,298.4,309.1,1798,29.6,81,0,No Failure,5573.27,2713.27,5.350000000000023,60.74324324324324,0.01646273637374861,0.04505005561735261,2.7364864864864864,0.014533657978170803
1539,1540,M16399,M,298.5,309.2,1449,46.4,83,0,No Failure,7040.69,4180.69,5.349999999999994,31.22844827586207,0.03202208419599724,0.05728088336783989,1.788793103448276,0.011788617308814904
1540,1541,M16400,M,298.4,309.1,1525,39.3,86,0,No Failure,6276.12,3416.12,5.350000000000023,38.80407124681934,0.025770491803278686,0.05639344262295082,2.1882951653944023,0.013702733536006323
1541,1542,L48721,L,298.4,309.0,2304,15.1,89,0,No Failure,3643.24,783.24,5.300000000000011,152.58278145695365,0.006553819444444445,0.038628472222222224,5.894039735099338,0.024428805129500117
1542,1543,L48722,L,298.3,308.9,1379,54.7,91,0,No Failure,7899.15,5039.15,5.299999999999983,25.210237659963436,0.03966642494561277,0.06598984771573604,1.6636197440585008,0.01152022685985201
1543,1544,L48723,L,298.4,308.9,1628,34.9,93,0,No Failure,5949.88,3089.88,5.25,46.647564469914045,0.021437346437346436,0.057125307125307126,2.664756446991404,0.015630567339173226
1544,1545,L48724,L,298.4,309.0,1474,52.7,95,0,No Failure,8134.61,5274.61,5.300000000000011,27.9696394686907,0.03575305291723203,0.06445047489823609,1.8026565464895634,0.011678494728081617
1545,1546,M16405,M,298.4,309.0,1544,38.8,97,0,No Failure,6273.47,3413.47,5.300000000000011,39.79381443298969,0.025129533678756474,0.06282383419689119,2.5,0.01546193733292739
1546,1547,L48726,L,298.4,308.9,1391,48.4,100,0,No Failure,7050.19,4190.19,5.25,28.739669421487605,0.03479511143062545,0.07189072609633357,2.066115702479339,0.014184014898889251
1547,1548,L48727,L,298.3,308.9,1348,55.5,102,0,No Failure,7834.5,4974.5,5.299999999999983,24.28828828828829,0.041172106824925815,0.07566765578635015,1.837837837837838,0.013019337545471951
1548,1549,M16408,M,298.3,308.8,1349,52.1,104,0,No Failure,7360.01,4500.01,5.25,25.892514395393473,0.03862120088954781,0.0770941438102298,1.9961612284069097,0.014130415583674479
1549,1550,L48729,L,298.4,308.9,1706,29.5,107,0,No Failure,5270.23,2410.23,5.25,57.83050847457627,0.017291910902696366,0.0627198124267292,3.6271186440677967,0.02030271923616237
1550,1551,L48730,L,298.4,308.9,1638,32.4,109,0,No Failure,5557.6,2697.6,5.25,50.55555555555556,0.01978021978021978,0.06654456654456654,3.364197530864198,0.019612782496041457
1551,1552,L48731,L,298.4,308.8,1458,40.1,111,0,No Failure,6122.52,3262.52,5.200000000000017,36.35910224438903,0.027503429355281207,0.07613168724279835,2.7680798004987532,0.018129789694439544
1552,1553,L48732,L,298.5,308.9,1781,27.8,113,0,No Failure,5184.86,2324.86,5.199999999999989,64.06474820143885,0.015609208309938238,0.06344750140370578,4.0647482014388485,0.021794223952044993
1553,1554,L48733,L,298.5,308.8,1332,59.1,115,0,No Failure,8243.66,5383.66,5.150000000000006,22.538071065989847,0.04436936936936937,0.08633633633633633,1.9458544839255498,0.013950114390938005
1554,1555,M16414,M,298.4,308.7,1584,31.7,117,0,No Failure,5258.27,2398.27,5.150000000000006,49.96845425867508,0.020012626262626263,0.07386363636363637,3.690851735015773,0.022250664191834954
1555,1556,L48735,L,298.4,308.6,1491,42.0,120,0,No Failure,6557.76,3697.76,5.100000000000023,35.5,0.028169014084507043,0.08048289738430583,2.857142857142857,0.0182989313424096
1556,1557,H30970,H,298.4,308.5,1398,47.1,122,0,No Failure,6895.36,4035.36,5.050000000000011,29.68152866242038,0.03369098712446352,0.08726752503576538,2.5902335456475583,0.017693057360311862
1557,1558,L48737,L,298.3,308.4,1585,30.6,127,0,No Failure,5079.01,2219.01,5.049999999999983,51.79738562091503,0.019305993690851737,0.08012618296529968,4.15032679738562,0.02500487299690294
1558,1559,M16418,M,298.2,308.3,1476,43.5,129,0,No Failure,6723.64,3863.64,5.050000000000011,33.93103448275862,0.029471544715447155,0.08739837398373984,2.9655172413793105,0.019186036135188676
1559,1560,L48739,L,298.2,308.3,1458,41.8,132,0,No Failure,6382.08,3522.08,5.050000000000011,34.88038277511962,0.028669410150891632,0.09053497942386832,3.1578947368421053,0.02068291215403129
1560,1561,M16420,M,298.2,308.4,1510,39.9,134,0,No Failure,6309.26,3449.26,5.099999999999994,37.84461152882206,0.02642384105960265,0.08874172185430464,3.3583959899749374,0.02123862386397137
1561,1562,L48741,L,298.2,308.4,1388,53.8,137,0,No Failure,7819.88,4959.88,5.099999999999994,25.79925650557621,0.03876080691642651,0.09870317002881844,2.546468401486989,0.017519450426349253
1562,1563,L48742,L,298.2,308.3,2216,16.8,139,0,No Failure,3898.59,1038.59,5.050000000000011,131.9047619047619,0.007581227436823105,0.06272563176895307,8.273809523809524,0.035653915902929004
1563,1564,L48743,L,298.2,308.3,1402,51.0,141,0,No Failure,7487.67,4627.67,5.050000000000011,27.49019607843137,0.03637660485021398,0.10057061340941512,2.764705882352941,0.018830958095108357
1564,1565,M16424,M,298.0,308.2,2090,19.0,143,0,No Failure,4158.42,1298.42,5.099999999999994,110.0,0.00909090909090909,0.06842105263157895,7.526315789473684,0.03438806085003439
